Treatment,HOBO,"Date Time, GMT-04:00",TempF,Intensity
Control,p1,2016-03-26 12:00:00,86.823,1472
Control,p1,2016-03-26 12:15:00.000003,79.151,10240
Control,p1,2016-03-26 12:29:59.999997,94.062,16384
Control,p1,2016-03-26 12:45:00,105.161,14848
Control,p1,2016-03-26 13:00:00.000003,101.685,10240
Control,p1,2016-03-26 13:14:59.999997,107.47,15872
Control,p1,2016-03-26 13:30:00,104.54,17408
Control,p1,2016-03-26 13:45:00.000003,102.088,16384
Control,p1,2016-03-26 13:59:59.999997,88.466,3328
Control,p1,2016-03-26 14:15:00,67.906,4096
Control,p1,2016-03-26 14:30:00.000003,61.741,1664
Control,p1,2016-03-26 14:44:59.999997,76.006,8192
Control,p1,2016-03-26 15:00:00,90.124,13312
Control,p1,2016-03-26 15:15:00.000003,96.555,1024
Control,p1,2016-03-26 15:29:59.999997,89.755,16384
Control,p1,2016-03-26 15:45:00,64.481,864
Control,p1,2016-03-26 16:00:00.000003,60.712,2560
Control,p1,2016-03-26 16:14:59.999997,69.278,10752
Control,p1,2016-03-26 16:30:00,86.641,7680
Control,p1,2016-03-26 16:45:00.000003,74.964,7424
Control,p1,2016-03-26 16:59:59.999997,73.234,9216
Control,p1,2016-03-26 17:15:00,64.139,2048
Control,p1,2016-03-26 17:30:00.000003,59.851,3200
Control,p1,2016-03-26 17:44:59.999997,56.23,608
Control,p1,2016-03-26 18:00:00,52.401,1728
Control,p1,2016-03-26 18:15:00.000003,51.874,768
Control,p1,2016-03-26 18:29:59.999997,50.29,240
Control,p1,2016-03-26 18:45:00,48.871,144
Control,p1,2016-03-26 19:00:00.000003,47.982,45
Control,p1,2016-03-26 19:14:59.999997,47.266,7
Control,p1,2016-03-26 19:30:00,46.728,4
Control,p1,2016-03-26 19:45:00.000003,46.728,0
Control,p1,2016-03-26 19:59:59.999997,46.548,0
Control,p1,2016-03-26 20:15:00,46.548,0
Control,p1,2016-03-26 20:30:00.000003,46.548,0
Control,p1,2016-03-26 20:44:59.999997,46.369,0
Control,p1,2016-03-26 21:00:00,46.008,0
Control,p1,2016-03-26 21:15:00.000003,45.648,0
Control,p1,2016-03-26 21:29:59.999997,45.466,0
Control,p1,2016-03-26 21:45:00,45.648,0
Control,p1,2016-03-26 22:00:00.000003,46.008,0
Control,p1,2016-03-26 22:14:59.999997,45.648,0
Control,p1,2016-03-26 22:30:00,45.466,0
Control,p1,2016-03-26 22:45:00.000003,45.286,0
Control,p1,2016-03-26 22:59:59.999997,44.379,0
Control,p1,2016-03-26 23:15:00,44.56,0
Control,p1,2016-03-26 23:30:00.000003,44.56,0
Control,p1,2016-03-26 23:44:59.999997,44.195,0
Control,p1,2016-03-27 00:00:00,44.013,0
Control,p1,2016-03-27 00:15:00.000003,44.195,0
Control,p1,2016-03-27 00:29:59.999997,44.013,0
Control,p1,2016-03-27 00:45:00,43.648,0
Control,p1,2016-03-27 01:00:00.000003,44.922,0
Control,p1,2016-03-27 01:14:59.999997,45.828,0
Control,p1,2016-03-27 01:30:00,45.286,0
Control,p1,2016-03-27 01:45:00.000003,44.195,0
Control,p1,2016-03-27 01:59:59.999997,44.379,0
Control,p1,2016-03-27 02:15:00,44.922,0
Control,p1,2016-03-27 02:30:00.000003,42.548,0
Control,p1,2016-03-27 02:44:59.999997,41.625,0
Control,p1,2016-03-27 03:00:00,41.994,0
Control,p1,2016-03-27 03:15:00.000003,41.439,0
Control,p1,2016-03-27 03:29:59.999997,41.067,0
Control,p1,2016-03-27 03:45:00,43.466,0
Control,p1,2016-03-27 04:00:00.000003,44.742,0
Control,p1,2016-03-27 04:14:59.999997,44.013,0
Control,p1,2016-03-27 04:30:00,43.648,0
Control,p1,2016-03-27 04:45:00.000003,44.013,0
Control,p1,2016-03-27 04:59:59.999997,44.195,0
Control,p1,2016-03-27 05:15:00,44.379,0
Control,p1,2016-03-27 05:30:00.000003,45.104,0
Control,p1,2016-03-27 05:44:59.999997,45.648,0
Control,p1,2016-03-27 06:00:00,45.466,0
Control,p1,2016-03-27 06:15:00.000003,45.828,0
Control,p1,2016-03-27 06:29:59.999997,46.188,0
Control,p1,2016-03-27 06:45:00,46.008,24
Control,p1,2016-03-27 07:00:00.000003,45.648,48
Control,p1,2016-03-27 07:14:59.999997,45.648,128
Control,p1,2016-03-27 07:30:00,46.369,176
Control,p1,2016-03-27 07:45:00.000003,47.624,256
Control,p1,2016-03-27 07:59:59.999997,49.05,384
Control,p1,2016-03-27 08:15:00,50.113,800
Control,p1,2016-03-27 08:30:00.000003,52.225,864
Control,p1,2016-03-27 08:44:59.999997,53.449,1152
Control,p1,2016-03-27 09:00:00,55.364,1536
Control,p1,2016-03-27 09:15:00.000003,60.539,1984
Control,p1,2016-03-27 09:29:59.999997,56.75,2432
Control,p1,2016-03-27 09:45:00,54.669,1216
Control,p1,2016-03-27 10:00:00.000003,53.798,1344
Control,p1,2016-03-27 10:14:59.999997,54.147,1344
Control,p1,2016-03-27 10:30:00,55.711,1728
Control,p1,2016-03-27 10:45:00.000003,57.096,2048
Control,p1,2016-03-27 10:59:59.999997,59.508,2176
Control,p1,2016-03-27 11:15:00,59.68,3200
Control,p1,2016-03-27 11:30:00.000003,67.05,7168
Control,p1,2016-03-27 11:44:59.999997,82.686,7168
Control,p1,2016-03-27 12:00:00,87.368,6144
Control,p1,2016-03-27 12:15:00.000003,83.579,6144
Control,p1,2016-03-27 12:29:59.999997,77.225,4864
Control,p1,2016-03-27 12:45:00,82.33,5888
Control,p1,2016-03-27 13:00:00.000003,85.554,6400
Control,p1,2016-03-27 13:14:59.999997,99.885,11776
Control,p1,2016-03-27 13:30:00,97.525,12800
Control,p1,2016-03-27 13:45:00.000003,96.168,13312
Control,p1,2016-03-27 13:59:59.999997,84.295,4096
Control,p1,2016-03-27 14:15:00,76.354,4352
Control,p1,2016-03-27 14:30:00.000003,72.891,3328
Control,p1,2016-03-27 14:44:59.999997,72.199,4352
Control,p1,2016-03-27 15:00:00,71.856,3200
Control,p1,2016-03-27 15:15:00.000003,68.421,3328
Control,p1,2016-03-27 15:29:59.999997,66.879,1792
Control,p1,2016-03-27 15:45:00,60.712,1536
Control,p1,2016-03-27 16:00:00.000003,59.851,1280
Control,p1,2016-03-27 16:14:59.999997,58.303,1344
Control,p1,2016-03-27 16:30:00,56.75,800
Control,p1,2016-03-27 16:45:00.000003,55.364,800
Control,p1,2016-03-27 16:59:59.999997,55.189,800
Control,p1,2016-03-27 17:15:00,54.322,576
Control,p1,2016-03-27 17:30:00.000003,53.1,480
Control,p1,2016-03-27 17:44:59.999997,52.05,400
Control,p1,2016-03-27 18:00:00,51.699,248
Control,p1,2016-03-27 18:15:00.000003,50.643,216
Control,p1,2016-03-27 18:29:59.999997,49.05,144
Control,p1,2016-03-27 18:45:00,48.695,192
Control,p1,2016-03-27 19:00:00.000003,48.339,70
Control,p1,2016-03-27 19:14:59.999997,48.16,10
Control,p1,2016-03-27 19:30:00,47.982,0
Control,p1,2016-03-27 19:45:00.000003,47.982,0
Control,p1,2016-03-27 19:59:59.999997,48.339,0
Control,p1,2016-03-27 20:15:00,48.16,0
Control,p1,2016-03-27 20:30:00.000003,48.339,0
Control,p1,2016-03-27 20:44:59.999997,48.16,0
Control,p1,2016-03-27 21:00:00,47.982,0
Control,p1,2016-03-27 21:15:00.000003,47.982,0
Control,p1,2016-03-27 21:29:59.999997,47.802,0
Control,p1,2016-03-27 21:45:00,47.624,0
Control,p1,2016-03-27 22:00:00.000003,47.266,0
Control,p1,2016-03-27 22:14:59.999997,46.908,0
Control,p1,2016-03-27 22:30:00,46.908,0
Control,p1,2016-03-27 22:45:00.000003,47.088,0
Control,p1,2016-03-27 22:59:59.999997,47.088,0
Control,p1,2016-03-27 23:15:00,47.088,0
Control,p1,2016-03-27 23:30:00.000003,47.266,0
Control,p1,2016-03-27 23:44:59.999997,47.266,0
Control,p1,2016-03-28 00:00:00,47.446,0
Control,p1,2016-03-28 00:15:00.000003,47.088,0
Control,p1,2016-03-28 00:29:59.999997,47.266,0
Control,p1,2016-03-28 00:45:00,47.266,0
Control,p1,2016-03-28 01:00:00.000003,47.266,0
Control,p1,2016-03-28 01:14:59.999997,47.266,0
Control,p1,2016-03-28 01:30:00,47.266,0
Control,p1,2016-03-28 01:45:00.000003,47.446,0
Control,p1,2016-03-28 01:59:59.999997,47.624,0
Control,p1,2016-03-28 02:15:00,47.802,0
Control,p1,2016-03-28 02:30:00.000003,47.802,0
Control,p1,2016-03-28 02:44:59.999997,47.802,0
Control,p1,2016-03-28 03:00:00,47.982,0
Control,p1,2016-03-28 03:15:00.000003,48.16,0
Control,p1,2016-03-28 03:29:59.999997,48.16,0
Control,p1,2016-03-28 03:45:00,48.339,0
Control,p1,2016-03-28 04:00:00.000003,48.517,0
Control,p1,2016-03-28 04:14:59.999997,48.695,0
Control,p1,2016-03-28 04:30:00,48.517,0
Control,p1,2016-03-28 04:45:00.000003,48.695,0
Control,p1,2016-03-28 04:59:59.999997,48.517,0
Control,p1,2016-03-28 05:15:00,48.517,0
Control,p1,2016-03-28 05:30:00.000003,48.517,0
Control,p1,2016-03-28 05:44:59.999997,48.517,0
Control,p1,2016-03-28 06:00:00,48.695,0
Control,p1,2016-03-28 06:15:00.000003,48.871,0
Control,p1,2016-03-28 06:29:59.999997,49.05,0
Control,p1,2016-03-28 06:45:00,49.228,1
Control,p1,2016-03-28 07:00:00.000003,49.228,10
Control,p1,2016-03-28 07:14:59.999997,49.582,80
Control,p1,2016-03-28 07:30:00,49.937,160
Control,p1,2016-03-28 07:45:00.000003,50.466,336
Control,p1,2016-03-28 07:59:59.999997,51.699,480
Control,p1,2016-03-28 08:15:00,51.523,208
Control,p1,2016-03-28 08:30:00.000003,51.523,480
Control,p1,2016-03-28 08:44:59.999997,52.75,496
Control,p1,2016-03-28 09:00:00,52.05,304
Control,p1,2016-03-28 09:15:00.000003,51.874,368
Control,p1,2016-03-28 09:29:59.999997,52.576,672
Control,p1,2016-03-28 09:45:00,53.623,576
Control,p1,2016-03-28 10:00:00.000003,54.147,800
Control,p1,2016-03-28 10:14:59.999997,54.842,992
Control,p1,2016-03-28 10:30:00,57.785,2048
Control,p1,2016-03-28 10:45:00.000003,59.68,1792
Control,p1,2016-03-28 10:59:59.999997,64.652,5376
Control,p1,2016-03-28 11:15:00,76.703,8704
Control,p1,2016-03-28 11:30:00.000003,81.266,10752
Control,p1,2016-03-28 11:44:59.999997,86.459,9216
Control,p1,2016-03-28 12:00:00,77.4,1920
Control,p1,2016-03-28 12:15:00.000003,66.537,1920
Control,p1,2016-03-28 12:29:59.999997,64.996,2304
Control,p1,2016-03-28 12:45:00,70.824,4864
Control,p1,2016-03-28 13:00:00.000003,82.152,9216
Control,p1,2016-03-28 13:14:59.999997,93.115,9728
Control,p1,2016-03-28 13:30:00,83.935,5888
Control,p1,2016-03-28 13:45:00.000003,82.152,6912
Control,p1,2016-03-28 13:59:59.999997,76.876,3840
Control,p1,2016-03-28 14:15:00,72.891,3328
Control,p1,2016-03-28 14:30:00.000003,72.545,2304
Control,p1,2016-03-28 14:44:59.999997,79.853,1728
Control,p1,2016-03-28 15:00:00,80.029,7424
Control,p1,2016-03-28 15:15:00.000003,81.442,11264
Control,p1,2016-03-28 15:29:59.999997,79.502,2048
Control,p1,2016-03-28 15:45:00,70.995,2560
Control,p1,2016-03-28 16:00:00.000003,79.853,3072
Control,p1,2016-03-28 16:14:59.999997,87.915,15872
Control,p1,2016-03-28 16:30:00,89.017,6912
Control,p1,2016-03-28 16:45:00.000003,75.484,512
Control,p1,2016-03-28 16:59:59.999997,81.621,9728
Control,p1,2016-03-28 17:15:00,75.659,1152
Control,p1,2016-03-28 17:30:00.000003,69.622,5632
Control,p1,2016-03-28 17:44:59.999997,62.94,896
Control,p1,2016-03-28 18:00:00,60.712,608
Control,p1,2016-03-28 18:15:00.000003,58.303,432
Control,p1,2016-03-28 18:29:59.999997,56.923,304
Control,p1,2016-03-28 18:45:00,55.017,224
Control,p1,2016-03-28 19:00:00.000003,53.798,121
Control,p1,2016-03-28 19:14:59.999997,52.225,41
Control,p1,2016-03-28 19:30:00,51.523,5
Control,p1,2016-03-28 19:45:00.000003,50.819,0
Control,p1,2016-03-28 19:59:59.999997,50.995,0
Control,p1,2016-03-28 20:15:00,50.466,0
Control,p1,2016-03-28 20:30:00.000003,50.29,0
Control,p1,2016-03-28 20:44:59.999997,49.937,0
Control,p1,2016-03-28 21:00:00,50.113,0
Control,p1,2016-03-28 21:15:00.000003,50.29,0
Control,p1,2016-03-28 21:29:59.999997,49.937,0
Control,p1,2016-03-28 21:45:00,49.404,0
Control,p1,2016-03-28 22:00:00.000003,49.228,0
Control,p1,2016-03-28 22:14:59.999997,48.695,0
Control,p1,2016-03-28 22:30:00,48.16,0
Control,p1,2016-03-28 22:45:00.000003,48.695,0
Control,p1,2016-03-28 22:59:59.999997,49.228,0
Control,p1,2016-03-28 23:15:00,48.16,0
Control,p1,2016-03-28 23:30:00.000003,48.339,0
Control,p1,2016-03-28 23:44:59.999997,48.517,0
Control,p1,2016-03-29 00:00:00,47.624,0
Control,p1,2016-03-29 00:15:00.000003,47.446,0
Control,p1,2016-03-29 00:29:59.999997,47.088,0
Control,p1,2016-03-29 00:45:00,46.908,0
Control,p1,2016-03-29 01:00:00.000003,46.188,0
Control,p1,2016-03-29 01:14:59.999997,46.548,0
Control,p1,2016-03-29 01:30:00,46.548,0
Control,p1,2016-03-29 01:45:00.000003,47.088,0
Control,p1,2016-03-29 01:59:59.999997,46.369,0
Control,p1,2016-03-29 02:15:00,46.188,0
Control,p1,2016-03-29 02:30:00.000003,45.286,0
Control,p1,2016-03-29 02:44:59.999997,44.922,0
Control,p1,2016-03-29 03:00:00,44.379,0
Control,p1,2016-03-29 03:15:00.000003,44.742,0
Control,p1,2016-03-29 03:29:59.999997,44.56,0
Control,p1,2016-03-29 03:45:00,44.379,0
Control,p1,2016-03-29 04:00:00.000003,44.379,0
Control,p1,2016-03-29 04:14:59.999997,43.466,0
Control,p1,2016-03-29 04:30:00,42.915,0
Control,p1,2016-03-29 04:45:00.000003,42.915,0
Control,p1,2016-03-29 04:59:59.999997,42.915,0
Control,p1,2016-03-29 05:15:00,42.179,0
Control,p1,2016-03-29 05:30:00.000003,41.994,0
Control,p1,2016-03-29 05:44:59.999997,41.439,0
Control,p1,2016-03-29 06:00:00,41.81,0
Control,p1,2016-03-29 06:15:00.000003,40.881,0
Control,p1,2016-03-29 06:29:59.999997,41.067,1
Control,p1,2016-03-29 06:45:00,40.509,26
Control,p1,2016-03-29 07:00:00.000003,40.696,90
Control,p1,2016-03-29 07:14:59.999997,40.696,176
Control,p1,2016-03-29 07:30:00,41.439,272
Control,p1,2016-03-29 07:45:00.000003,42.179,384
Control,p1,2016-03-29 07:59:59.999997,43.831,448
Control,p1,2016-03-29 08:15:00,45.466,704
Control,p1,2016-03-29 08:30:00.000003,48.695,704
Control,p1,2016-03-29 08:44:59.999997,57.785,2048
Control,p1,2016-03-29 09:00:00,55.884,1216
Control,p1,2016-03-29 09:15:00.000003,60.539,3712
Control,p1,2016-03-29 09:29:59.999997,60.712,1920
Control,p1,2016-03-29 09:45:00,64.31,2944
Control,p1,2016-03-29 10:00:00.000003,70.308,5632
Control,p1,2016-03-29 10:14:59.999997,79.678,7936
Control,p1,2016-03-29 10:30:00,83.579,6656
Control,p1,2016-03-29 10:45:00.000003,79.502,11776
Control,p1,2016-03-29 10:59:59.999997,91.8,14848
Control,p1,2016-03-29 11:15:00,102.088,12288
Control,p1,2016-03-29 11:30:00.000003,98.699,8192
Control,p1,2016-03-29 11:44:59.999997,96.168,3968
Control,p1,2016-03-29 12:00:00,89.384,5376
Control,p1,2016-03-29 12:15:00.000003,87.733,6912
Control,p1,2016-03-29 12:29:59.999997,85.374,11776
Control,p1,2016-03-29 12:45:00,96.361,19456
Control,p1,2016-03-29 13:00:00.000003,105.37,21504
Control,p1,2016-03-29 13:14:59.999997,114.949,17408
Control,p1,2016-03-29 13:30:00,106.205,21504
Control,p1,2016-03-29 13:45:00.000003,102.697,8704
Control,p1,2016-03-29 13:59:59.999997,85.554,1920
Control,p1,2016-03-29 14:15:00,69.622,2688
Control,p1,2016-03-29 14:30:00.000003,72.718,5120
Control,p1,2016-03-29 14:44:59.999997,86.459,6144
Control,p1,2016-03-29 15:00:00,106.624,18432
Control,p1,2016-03-29 15:15:00.000003,90.495,11776
Control,p1,2016-03-29 15:29:59.999997,79.151,896
Control,p1,2016-03-29 15:45:00,62.598,1344
Control,p1,2016-03-29 16:00:00.000003,77.923,5120
Control,p1,2016-03-29 16:14:59.999997,85.014,13824
Control,p1,2016-03-29 16:30:00,80.382,5632
Control,p1,2016-03-29 16:45:00.000003,73.234,4864
Control,p1,2016-03-29 16:59:59.999997,80.911,9728
Control,p1,2016-03-29 17:15:00,75.139,3328
Control,p1,2016-03-29 17:30:00.000003,67.735,3456
Control,p1,2016-03-29 17:44:59.999997,57.614,1344
Control,p1,2016-03-29 18:00:00,55.017,480
Control,p1,2016-03-29 18:15:00.000003,52.576,384
Control,p1,2016-03-29 18:29:59.999997,51.346,304
Control,p1,2016-03-29 18:45:00,49.582,216
Control,p1,2016-03-29 19:00:00.000003,48.16,128
Control,p1,2016-03-29 19:14:59.999997,46.728,51
Control,p1,2016-03-29 19:30:00,45.466,8
Control,p1,2016-03-29 19:45:00.000003,43.831,0
Control,p1,2016-03-29 19:59:59.999997,41.81,0
Control,p1,2016-03-29 20:15:00,39.947,0
Control,p1,2016-03-29 20:30:00.000003,39.947,0
Control,p1,2016-03-29 20:44:59.999997,38.629,0
Control,p1,2016-03-29 21:00:00,37.87,0
Control,p1,2016-03-29 21:15:00.000003,36.914,0
Control,p1,2016-03-29 21:29:59.999997,36.145,0
Control,p1,2016-03-29 21:45:00,36.723,0
Control,p1,2016-03-29 22:00:00.000003,36.914,0
Control,p1,2016-03-29 22:14:59.999997,35.951,0
Control,p1,2016-03-29 22:30:00,35.37,0
Control,p1,2016-03-29 22:45:00.000003,34.59,0
Control,p1,2016-03-29 22:59:59.999997,33.805,0
Control,p1,2016-03-29 23:15:00,33.213,0
Control,p1,2016-03-29 23:30:00.000003,32.815,0
Control,p1,2016-03-29 23:44:59.999997,33.013,0
Control,p1,2016-03-30 00:00:00,32.617,0
Control,p1,2016-03-30 00:15:00.000003,32.218,0
Control,p1,2016-03-30 00:29:59.999997,31.816,0
Control,p1,2016-03-30 00:45:00,31.617,0
Control,p1,2016-03-30 01:00:00.000003,31.415,0
Control,p1,2016-03-30 01:14:59.999997,32.418,0
Control,p1,2016-03-30 01:30:00,32.418,0
Control,p1,2016-03-30 01:45:00.000003,31.816,0
Control,p1,2016-03-30 01:59:59.999997,31.213,0
Control,p1,2016-03-30 02:15:00,30.607,0
Control,p1,2016-03-30 02:30:00.000003,30.198,0
Control,p1,2016-03-30 02:44:59.999997,29.79,0
Control,p1,2016-03-30 03:00:00,29.174,0
Control,p1,2016-03-30 03:15:00.000003,28.555,0
Control,p1,2016-03-30 03:29:59.999997,28.139,0
Control,p1,2016-03-30 03:45:00,27.721,0
Control,p1,2016-03-30 04:00:00.000003,27.511,0
Control,p1,2016-03-30 04:14:59.999997,27.091,0
Control,p1,2016-03-30 04:30:00,26.881,0
Control,p1,2016-03-30 04:45:00.000003,26.668,0
Control,p1,2016-03-30 04:59:59.999997,26.458,0
Control,p1,2016-03-30 05:15:00,26.245,0
Control,p1,2016-03-30 05:30:00.000003,25.819,0
Control,p1,2016-03-30 05:44:59.999997,25.605,0
Control,p1,2016-03-30 06:00:00,25.605,0
Control,p1,2016-03-30 06:15:00.000003,25.39,0
Control,p1,2016-03-30 06:29:59.999997,25.39,2
Control,p1,2016-03-30 06:45:00,25.174,32
Control,p1,2016-03-30 07:00:00.000003,25.605,98
Control,p1,2016-03-30 07:14:59.999997,26.458,184
Control,p1,2016-03-30 07:30:00,27.721,288
Control,p1,2016-03-30 07:45:00.000003,29.379,384
Control,p1,2016-03-30 07:59:59.999997,31.617,464
Control,p1,2016-03-30 08:15:00,34.002,672
Control,p1,2016-03-30 08:30:00.000003,38.061,960
Control,p1,2016-03-30 08:44:59.999997,50.643,3072
Control,p1,2016-03-30 09:00:00,51.172,1536
Control,p1,2016-03-30 09:15:00.000003,53.973,4096
Control,p1,2016-03-30 09:29:59.999997,56.923,960
Control,p1,2016-03-30 09:45:00,60.712,3840
Control,p1,2016-03-30 10:00:00.000003,67.05,7424
Control,p1,2016-03-30 10:14:59.999997,76.528,6912
Control,p1,2016-03-30 10:30:00,82.33,7424
Control,p1,2016-03-30 10:45:00.000003,80.382,13312
Control,p1,2016-03-30 10:59:59.999997,91.24,15360
Control,p1,2016-03-30 11:15:00,103.512,13824
Control,p1,2016-03-30 11:30:00.000003,99.291,8704
Control,p1,2016-03-30 11:44:59.999997,96.942,15360
Control,p1,2016-03-30 12:00:00,88.833,5632
Control,p1,2016-03-30 12:15:00.000003,87.004,8704
Control,p1,2016-03-30 12:29:59.999997,84.654,8192
Control,p1,2016-03-30 12:45:00,97.331,15360
Control,p1,2016-03-30 13:00:00.000003,105.161,13824
Control,p1,2016-03-30 13:14:59.999997,116.562,17408
Control,p1,2016-03-30 13:30:00,107.895,13824
Control,p1,2016-03-30 13:45:00.000003,94.253,10240
Control,p1,2016-03-30 13:59:59.999997,84.834,4096
Control,p1,2016-03-30 14:15:00,68.934,3456
Control,p1,2016-03-30 14:30:00.000003,66.708,9728
Control,p1,2016-03-30 14:44:59.999997,85.915,8704
Control,p1,2016-03-30 15:00:00,102.9,17408
Control,p1,2016-03-30 15:15:00.000003,89.017,8192
Control,p1,2016-03-30 15:29:59.999997,76.354,1600
Control,p1,2016-03-30 15:45:00,62.254,2304
Control,p1,2016-03-30 16:00:00.000003,68.592,6912
Control,p1,2016-03-30 16:14:59.999997,73.062,9728
Control,p1,2016-03-30 16:30:00,74.098,4352
Control,p1,2016-03-30 16:45:00.000003,68.934,4608
Control,p1,2016-03-30 16:59:59.999997,73.062,7936
Control,p1,2016-03-30 17:15:00,69.622,2816
Control,p1,2016-03-30 17:30:00.000003,64.652,2688
Control,p1,2016-03-30 17:44:59.999997,55.189,1728
Control,p1,2016-03-30 18:00:00,51.523,672
Control,p1,2016-03-30 18:15:00.000003,49.05,432
Control,p1,2016-03-30 18:29:59.999997,47.446,368
Control,p1,2016-03-30 18:45:00,46.008,256
Control,p1,2016-03-30 19:00:00.000003,44.379,160
Control,p1,2016-03-30 19:14:59.999997,42.732,50
Control,p1,2016-03-30 19:30:00,41.625,4
Control,p1,2016-03-30 19:45:00.000003,40.881,0
Control,p1,2016-03-30 19:59:59.999997,40.696,0
Control,p1,2016-03-30 20:15:00,40.321,0
Control,p1,2016-03-30 20:30:00.000003,40.134,0
Control,p1,2016-03-30 20:44:59.999997,39.384,0
Control,p1,2016-03-30 21:00:00,39.196,0
Control,p1,2016-03-30 21:15:00.000003,39.384,0
Control,p1,2016-03-30 21:29:59.999997,39.007,0
Control,p1,2016-03-30 21:45:00,39.007,0
Control,p1,2016-03-30 22:00:00.000003,39.384,0
Control,p1,2016-03-30 22:14:59.999997,39.384,0
Control,p1,2016-03-30 22:30:00,39.76,0
Control,p1,2016-03-30 22:45:00.000003,40.696,0
Control,p1,2016-03-30 22:59:59.999997,40.881,0
Control,p1,2016-03-30 23:15:00,41.254,0
Control,p1,2016-03-30 23:30:00.000003,42.179,0
Control,p1,2016-03-30 23:44:59.999997,41.994,0
Control,p1,2016-03-31 00:00:00,42.363,0
Control,p1,2016-03-31 00:15:00.000003,42.179,0
Control,p1,2016-03-31 00:29:59.999997,41.994,0
Control,p1,2016-03-31 00:45:00,42.363,0
Control,p1,2016-03-31 01:00:00.000003,43.282,0
Control,p1,2016-03-31 01:14:59.999997,43.831,0
Control,p1,2016-03-31 01:30:00,44.379,0
Control,p1,2016-03-31 01:45:00.000003,45.466,0
Control,p1,2016-03-31 01:59:59.999997,45.648,0
Control,p1,2016-03-31 02:15:00,45.104,0
Control,p1,2016-03-31 02:30:00.000003,45.828,0
Control,p1,2016-03-31 02:44:59.999997,46.369,0
Control,p1,2016-03-31 03:00:00,46.188,0
Control,p1,2016-03-31 03:15:00.000003,45.828,0
Control,p1,2016-03-31 03:29:59.999997,45.466,0
Control,p1,2016-03-31 03:45:00,45.286,0
Control,p1,2016-03-31 04:00:00.000003,45.466,0
Control,p1,2016-03-31 04:14:59.999997,45.828,0
Control,p1,2016-03-31 04:30:00,45.648,0
Control,p1,2016-03-31 04:45:00.000003,45.466,0
Control,p1,2016-03-31 04:59:59.999997,46.188,0
Control,p1,2016-03-31 05:15:00,45.828,0
Control,p1,2016-03-31 05:30:00.000003,45.648,0
Control,p1,2016-03-31 05:44:59.999997,45.648,0
Control,p1,2016-03-31 06:00:00,45.828,0
Control,p1,2016-03-31 06:15:00.000003,46.188,0
Control,p1,2016-03-31 06:29:59.999997,45.648,3
Control,p1,2016-03-31 06:45:00,45.828,29
Control,p1,2016-03-31 07:00:00.000003,46.008,101
Control,p1,2016-03-31 07:14:59.999997,47.088,200
Control,p1,2016-03-31 07:30:00,47.802,288
Control,p1,2016-03-31 07:45:00.000003,49.05,384
Control,p1,2016-03-31 07:59:59.999997,50.819,496
Control,p1,2016-03-31 08:15:00,52.576,704
Control,p1,2016-03-31 08:30:00.000003,55.884,1408
Control,p1,2016-03-31 08:44:59.999997,66.537,2944
Control,p1,2016-03-31 09:00:00,66.708,2560
Control,p1,2016-03-31 09:15:00.000003,67.221,2048
Control,p1,2016-03-31 09:29:59.999997,72.372,1728
Control,p1,2016-03-31 09:45:00,73.926,5120
Control,p1,2016-03-31 10:00:00.000003,79.502,6400
Control,p1,2016-03-31 10:14:59.999997,83.221,4352
Control,p1,2016-03-31 10:30:00,87.368,9216
Control,p1,2016-03-31 10:45:00.000003,88.833,7936
Control,p1,2016-03-31 10:59:59.999997,96.555,11776
Control,p1,2016-03-31 11:15:00,107.683,12800
Control,p1,2016-03-31 11:30:00.000003,104.747,8704
Control,p1,2016-03-31 11:44:59.999997,99.489,6400
Control,p1,2016-03-31 12:00:00,93.682,6400
Control,p1,2016-03-31 12:15:00.000003,94.444,10752
Control,p1,2016-03-31 12:29:59.999997,88.65,4864
Control,p1,2016-03-31 12:45:00,100.283,10752
Control,p1,2016-03-31 13:00:00.000003,102.088,11264
Control,p1,2016-03-31 13:14:59.999997,103.307,10752
Control,p1,2016-03-31 13:30:00,104.54,9216
Control,p1,2016-03-31 13:45:00.000003,99.885,7936
Control,p1,2016-03-31 13:59:59.999997,90.68,5120
Control,p1,2016-03-31 14:15:00,84.474,3840
Control,p1,2016-03-31 14:30:00.000003,86.459,5888
Control,p1,2016-03-31 14:44:59.999997,96.555,8704
Control,p1,2016-03-31 15:00:00,101.887,14336
Control,p1,2016-03-31 15:15:00.000003,95.207,5888
Control,p1,2016-03-31 15:29:59.999997,86.641,2688
Control,p1,2016-03-31 15:45:00,77.4,2944
Control,p1,2016-03-31 16:00:00.000003,80.382,3456
Control,p1,2016-03-31 16:14:59.999997,78.098,3328
Control,p1,2016-03-31 16:30:00,81.266,3456
Control,p1,2016-03-31 16:45:00.000003,77.225,3072
Control,p1,2016-03-31 16:59:59.999997,77.05,2944
Control,p1,2016-03-31 17:15:00,79.151,2432
Control,p1,2016-03-31 17:30:00.000003,71.339,1088
Control,p1,2016-03-31 17:44:59.999997,67.392,1344
Control,p1,2016-03-31 18:00:00,64.996,768
Control,p1,2016-03-31 18:15:00.000003,64.139,768
Control,p1,2016-03-31 18:29:59.999997,63.455,608
Control,p1,2016-03-31 18:45:00,62.598,480
Control,p1,2016-03-31 19:00:00.000003,60.195,176
Control,p1,2016-03-31 19:14:59.999997,58.993,47
