Treatment,HOBO,"Date Time, GMT-04:00",TempF,Intensity
ThinNslash,p8,2016-04-16 04:14:59.999997,33.213,0
ThinNslash,p8,2016-04-16 04:30:00,33.013,0
ThinNslash,p8,2016-04-16 04:45:00.000003,33.013,0
ThinNslash,p8,2016-04-16 04:59:59.999997,32.815,0
ThinNslash,p8,2016-04-16 05:15:00,32.617,0
ThinNslash,p8,2016-04-16 05:30:00.000003,32.418,0
ThinNslash,p8,2016-04-16 05:44:59.999997,32.418,0
ThinNslash,p8,2016-04-16 06:00:00,32.218,0
ThinNslash,p8,2016-04-16 06:15:00.000003,32.218,6
ThinNslash,p8,2016-04-16 06:29:59.999997,32.418,25
ThinNslash,p8,2016-04-16 06:45:00,33.013,58
ThinNslash,p8,2016-04-16 07:00:00.000003,34.002,90
ThinNslash,p8,2016-04-16 07:14:59.999997,35.37,160
ThinNslash,p8,2016-04-16 07:30:00,38.061,576
ThinNslash,p8,2016-04-16 07:45:00.000003,41.439,208
ThinNslash,p8,2016-04-16 07:59:59.999997,41.254,200
ThinNslash,p8,2016-04-16 08:15:00,43.648,208
ThinNslash,p8,2016-04-16 08:30:00.000003,46.008,1280
ThinNslash,p8,2016-04-16 08:44:59.999997,51.874,336
ThinNslash,p8,2016-04-16 09:00:00,55.711,2560
ThinNslash,p8,2016-04-16 09:15:00.000003,65.68,448
ThinNslash,p8,2016-04-16 09:29:59.999997,64.652,4608
ThinNslash,p8,2016-04-16 09:45:00,65.338,608
ThinNslash,p8,2016-04-16 10:00:00.000003,73.062,2688
ThinNslash,p8,2016-04-16 10:14:59.999997,77.4,7680
ThinNslash,p8,2016-04-16 10:30:00,81.797,6400
ThinNslash,p8,2016-04-16 10:45:00.000003,92.926,17408
CCslash,p9,2016-03-26 12:00:00,61.741,1088
CCslash,p9,2016-03-26 12:15:00.000003,56.23,1088
CCslash,p9,2016-03-26 12:29:59.999997,56.75,1344
CCslash,p9,2016-03-26 12:45:00,57.614,1152
CCslash,p9,2016-03-26 13:00:00.000003,58.993,1280
CCslash,p9,2016-03-26 13:14:59.999997,60.883,1344
CCslash,p9,2016-03-26 13:30:00,61.398,1024
CCslash,p9,2016-03-26 13:45:00.000003,62.254,1280
CCslash,p9,2016-03-26 13:59:59.999997,62.598,1024
CCslash,p9,2016-03-26 14:15:00,62.769,960
CCslash,p9,2016-03-26 14:30:00.000003,63.282,992
CCslash,p9,2016-03-26 14:44:59.999997,64.31,1152
CCslash,p9,2016-03-26 15:00:00,62.254,288
CCslash,p9,2016-03-26 15:15:00.000003,57.096,208
CCslash,p9,2016-03-26 15:29:59.999997,57.441,480
CCslash,p9,2016-03-26 15:45:00,59.337,672
CCslash,p9,2016-03-26 16:00:00.000003,63.968,960
CCslash,p9,2016-03-26 16:14:59.999997,64.825,1280
CCslash,p9,2016-03-26 16:30:00,62.425,768
CCslash,p9,2016-03-26 16:45:00.000003,59.68,576
CCslash,p9,2016-03-26 16:59:59.999997,58.131,672
CCslash,p9,2016-03-26 17:15:00,56.577,336
CCslash,p9,2016-03-26 17:30:00.000003,54.669,304
CCslash,p9,2016-03-26 17:44:59.999997,53.274,168
CCslash,p9,2016-03-26 18:00:00,51.523,400
CCslash,p9,2016-03-26 18:15:00.000003,51.172,288
CCslash,p9,2016-03-26 18:29:59.999997,50.113,95
CCslash,p9,2016-03-26 18:45:00,49.05,53
CCslash,p9,2016-03-26 19:00:00.000003,48.16,15
CCslash,p9,2016-03-26 19:14:59.999997,47.446,1
CCslash,p9,2016-03-26 19:30:00,46.728,0
CCslash,p9,2016-03-26 19:45:00.000003,46.369,0
CCslash,p9,2016-03-26 19:59:59.999997,46.008,0
CCslash,p9,2016-03-26 20:15:00,45.828,0
CCslash,p9,2016-03-26 20:30:00.000003,46.008,0
CCslash,p9,2016-03-26 20:44:59.999997,45.828,0
CCslash,p9,2016-03-26 21:00:00,45.286,0
CCslash,p9,2016-03-26 21:15:00.000003,45.104,0
CCslash,p9,2016-03-26 21:29:59.999997,44.922,0
CCslash,p9,2016-03-26 21:45:00,44.742,0
CCslash,p9,2016-03-26 22:00:00.000003,44.922,0
CCslash,p9,2016-03-26 22:14:59.999997,44.742,0
CCslash,p9,2016-03-26 22:30:00,44.56,0
CCslash,p9,2016-03-26 22:45:00.000003,44.379,0
CCslash,p9,2016-03-26 22:59:59.999997,44.013,0
CCslash,p9,2016-03-26 23:15:00,43.648,0
CCslash,p9,2016-03-26 23:30:00.000003,43.648,0
CCslash,p9,2016-03-26 23:44:59.999997,43.466,0
CCslash,p9,2016-03-27 00:00:00,43.099,0
CCslash,p9,2016-03-27 00:15:00.000003,43.099,0
CCslash,p9,2016-03-27 00:29:59.999997,43.099,0
CCslash,p9,2016-03-27 00:45:00,42.732,0
CCslash,p9,2016-03-27 01:00:00.000003,43.099,0
CCslash,p9,2016-03-27 01:14:59.999997,43.648,0
CCslash,p9,2016-03-27 01:30:00,43.831,0
CCslash,p9,2016-03-27 01:45:00.000003,43.466,0
CCslash,p9,2016-03-27 01:59:59.999997,43.282,0
CCslash,p9,2016-03-27 02:15:00,43.282,0
CCslash,p9,2016-03-27 02:30:00.000003,42.179,0
CCslash,p9,2016-03-27 02:44:59.999997,41.254,0
CCslash,p9,2016-03-27 03:00:00,41.254,0
CCslash,p9,2016-03-27 03:15:00.000003,40.881,0
CCslash,p9,2016-03-27 03:29:59.999997,40.321,0
CCslash,p9,2016-03-27 03:45:00,41.067,0
CCslash,p9,2016-03-27 04:00:00.000003,41.994,0
CCslash,p9,2016-03-27 04:14:59.999997,41.994,0
CCslash,p9,2016-03-27 04:30:00,41.81,0
CCslash,p9,2016-03-27 04:45:00.000003,42.179,0
CCslash,p9,2016-03-27 04:59:59.999997,42.363,0
CCslash,p9,2016-03-27 05:15:00,42.548,0
CCslash,p9,2016-03-27 05:30:00.000003,43.099,0
CCslash,p9,2016-03-27 05:44:59.999997,43.648,0
CCslash,p9,2016-03-27 06:00:00,43.831,0
CCslash,p9,2016-03-27 06:15:00.000003,44.013,0
CCslash,p9,2016-03-27 06:29:59.999997,44.379,0
CCslash,p9,2016-03-27 06:45:00,44.56,6
CCslash,p9,2016-03-27 07:00:00.000003,44.379,13
CCslash,p9,2016-03-27 07:14:59.999997,44.56,37
CCslash,p9,2016-03-27 07:30:00,44.742,53
CCslash,p9,2016-03-27 07:45:00.000003,45.466,75
CCslash,p9,2016-03-27 07:59:59.999997,46.369,114
CCslash,p9,2016-03-27 08:15:00,46.908,232
CCslash,p9,2016-03-27 08:30:00.000003,47.982,248
CCslash,p9,2016-03-27 08:44:59.999997,48.517,272
CCslash,p9,2016-03-27 09:00:00,48.695,256
CCslash,p9,2016-03-27 09:15:00.000003,50.113,288
CCslash,p9,2016-03-27 09:29:59.999997,49.582,320
CCslash,p9,2016-03-27 09:45:00,49.937,304
CCslash,p9,2016-03-27 10:00:00.000003,50.113,416
CCslash,p9,2016-03-27 10:14:59.999997,50.29,432
CCslash,p9,2016-03-27 10:30:00,50.995,480
CCslash,p9,2016-03-27 10:45:00.000003,51.874,512
CCslash,p9,2016-03-27 10:59:59.999997,52.401,576
CCslash,p9,2016-03-27 11:15:00,52.75,672
CCslash,p9,2016-03-27 11:30:00.000003,54.322,992
CCslash,p9,2016-03-27 11:44:59.999997,56.23,768
CCslash,p9,2016-03-27 12:00:00,58.476,1600
CCslash,p9,2016-03-27 12:15:00.000003,61.569,1344
CCslash,p9,2016-03-27 12:29:59.999997,61.398,1088
CCslash,p9,2016-03-27 12:45:00,62.083,1472
CCslash,p9,2016-03-27 13:00:00.000003,62.94,1280
CCslash,p9,2016-03-27 13:14:59.999997,64.139,800
CCslash,p9,2016-03-27 13:30:00,64.31,1088
CCslash,p9,2016-03-27 13:45:00.000003,64.996,1664
CCslash,p9,2016-03-27 13:59:59.999997,64.825,1088
CCslash,p9,2016-03-27 14:15:00,63.968,1152
CCslash,p9,2016-03-27 14:30:00.000003,63.455,896
CCslash,p9,2016-03-27 14:44:59.999997,62.769,1216
CCslash,p9,2016-03-27 15:00:00,62.598,896
CCslash,p9,2016-03-27 15:15:00.000003,61.398,896
CCslash,p9,2016-03-27 15:29:59.999997,60.712,512
CCslash,p9,2016-03-27 15:45:00,57.785,448
CCslash,p9,2016-03-27 16:00:00.000003,56.577,384
CCslash,p9,2016-03-27 16:14:59.999997,55.711,416
CCslash,p9,2016-03-27 16:30:00,55.189,256
CCslash,p9,2016-03-27 16:45:00.000003,53.973,248
CCslash,p9,2016-03-27 16:59:59.999997,53.798,248
CCslash,p9,2016-03-27 17:15:00,53.449,176
CCslash,p9,2016-03-27 17:30:00.000003,52.576,160
CCslash,p9,2016-03-27 17:44:59.999997,51.874,124
CCslash,p9,2016-03-27 18:00:00,51.346,76
CCslash,p9,2016-03-27 18:15:00.000003,50.643,65
CCslash,p9,2016-03-27 18:29:59.999997,49.582,44
CCslash,p9,2016-03-27 18:45:00,49.05,59
CCslash,p9,2016-03-27 19:00:00.000003,48.695,20
CCslash,p9,2016-03-27 19:14:59.999997,48.339,1
CCslash,p9,2016-03-27 19:30:00,48.16,0
CCslash,p9,2016-03-27 19:45:00.000003,47.982,0
CCslash,p9,2016-03-27 19:59:59.999997,47.802,0
CCslash,p9,2016-03-27 20:15:00,47.802,0
CCslash,p9,2016-03-27 20:30:00.000003,47.802,0
CCslash,p9,2016-03-27 20:44:59.999997,47.802,0
CCslash,p9,2016-03-27 21:00:00,47.624,0
CCslash,p9,2016-03-27 21:15:00.000003,47.624,0
CCslash,p9,2016-03-27 21:29:59.999997,47.446,0
CCslash,p9,2016-03-27 21:45:00,47.266,0
CCslash,p9,2016-03-27 22:00:00.000003,47.088,0
CCslash,p9,2016-03-27 22:14:59.999997,46.908,0
CCslash,p9,2016-03-27 22:30:00,46.908,0
CCslash,p9,2016-03-27 22:45:00.000003,46.908,0
CCslash,p9,2016-03-27 22:59:59.999997,46.908,0
CCslash,p9,2016-03-27 23:15:00,46.908,0
CCslash,p9,2016-03-27 23:30:00.000003,46.908,0
CCslash,p9,2016-03-27 23:44:59.999997,47.088,0
CCslash,p9,2016-03-28 00:00:00,47.088,0
CCslash,p9,2016-03-28 00:15:00.000003,47.088,0
CCslash,p9,2016-03-28 00:29:59.999997,47.088,0
CCslash,p9,2016-03-28 00:45:00,47.088,0
CCslash,p9,2016-03-28 01:00:00.000003,47.088,0
CCslash,p9,2016-03-28 01:14:59.999997,47.088,0
CCslash,p9,2016-03-28 01:30:00,47.088,0
CCslash,p9,2016-03-28 01:45:00.000003,47.088,0
CCslash,p9,2016-03-28 01:59:59.999997,47.088,0
CCslash,p9,2016-03-28 02:15:00,47.266,0
CCslash,p9,2016-03-28 02:30:00.000003,47.266,0
CCslash,p9,2016-03-28 02:44:59.999997,47.446,0
CCslash,p9,2016-03-28 03:00:00,47.446,0
CCslash,p9,2016-03-28 03:15:00.000003,47.624,0
CCslash,p9,2016-03-28 03:29:59.999997,47.624,0
CCslash,p9,2016-03-28 03:45:00,47.802,0
CCslash,p9,2016-03-28 04:00:00.000003,47.802,0
CCslash,p9,2016-03-28 04:14:59.999997,47.982,0
CCslash,p9,2016-03-28 04:30:00,47.982,0
CCslash,p9,2016-03-28 04:45:00.000003,48.16,0
CCslash,p9,2016-03-28 04:59:59.999997,48.16,0
CCslash,p9,2016-03-28 05:15:00,48.16,0
CCslash,p9,2016-03-28 05:30:00.000003,48.339,0
CCslash,p9,2016-03-28 05:44:59.999997,48.339,0
CCslash,p9,2016-03-28 06:00:00,48.339,0
CCslash,p9,2016-03-28 06:15:00.000003,48.339,0
CCslash,p9,2016-03-28 06:29:59.999997,48.517,0
CCslash,p9,2016-03-28 06:45:00,48.517,0
CCslash,p9,2016-03-28 07:00:00.000003,48.517,2
CCslash,p9,2016-03-28 07:14:59.999997,48.695,25
CCslash,p9,2016-03-28 07:30:00,48.871,52
CCslash,p9,2016-03-28 07:45:00.000003,49.228,113
CCslash,p9,2016-03-28 07:59:59.999997,49.759,168
CCslash,p9,2016-03-28 08:15:00,49.937,71
CCslash,p9,2016-03-28 08:30:00.000003,50.113,168
CCslash,p9,2016-03-28 08:44:59.999997,50.643,168
CCslash,p9,2016-03-28 09:00:00,50.643,98
CCslash,p9,2016-03-28 09:15:00.000003,50.643,119
CCslash,p9,2016-03-28 09:29:59.999997,50.819,240
CCslash,p9,2016-03-28 09:45:00,51.346,200
CCslash,p9,2016-03-28 10:00:00.000003,51.699,272
CCslash,p9,2016-03-28 10:14:59.999997,52.05,320
CCslash,p9,2016-03-28 10:30:00,53.449,608
CCslash,p9,2016-03-28 10:45:00.000003,54.495,512
CCslash,p9,2016-03-28 10:59:59.999997,55.711,672
CCslash,p9,2016-03-28 11:15:00,57.958,768
CCslash,p9,2016-03-28 11:30:00.000003,58.303,608
CCslash,p9,2016-03-28 11:44:59.999997,60.024,1600
CCslash,p9,2016-03-28 12:00:00,62.769,608
CCslash,p9,2016-03-28 12:15:00.000003,60.539,512
CCslash,p9,2016-03-28 12:29:59.999997,59.851,768
CCslash,p9,2016-03-28 12:45:00,61.054,768
CCslash,p9,2016-03-28 13:00:00.000003,63.797,960
CCslash,p9,2016-03-28 13:14:59.999997,65.338,1344
CCslash,p9,2016-03-28 13:30:00,65.167,1408
CCslash,p9,2016-03-28 13:45:00.000003,64.825,1344
CCslash,p9,2016-03-28 13:59:59.999997,64.481,1152
CCslash,p9,2016-03-28 14:15:00,64.652,800
CCslash,p9,2016-03-28 14:30:00.000003,63.797,512
CCslash,p9,2016-03-28 14:44:59.999997,63.968,200
CCslash,p9,2016-03-28 15:00:00,62.598,368
CCslash,p9,2016-03-28 15:15:00.000003,60.195,168
CCslash,p9,2016-03-28 15:29:59.999997,61.054,512
CCslash,p9,2016-03-28 15:45:00,61.912,464
CCslash,p9,2016-03-28 16:00:00.000003,64.481,1216
CCslash,p9,2016-03-28 16:14:59.999997,65.167,960
CCslash,p9,2016-03-28 16:30:00,64.996,960
CCslash,p9,2016-03-28 16:45:00.000003,62.598,103
CCslash,p9,2016-03-28 16:59:59.999997,61.912,480
CCslash,p9,2016-03-28 17:15:00,60.368,288
CCslash,p9,2016-03-28 17:30:00.000003,58.82,232
CCslash,p9,2016-03-28 17:44:59.999997,57.614,176
CCslash,p9,2016-03-28 18:00:00,56.404,144
CCslash,p9,2016-03-28 18:15:00.000003,55.364,123
CCslash,p9,2016-03-28 18:29:59.999997,54.322,49
CCslash,p9,2016-03-28 18:45:00,53.1,35
CCslash,p9,2016-03-28 19:00:00.000003,52.225,20
CCslash,p9,2016-03-28 19:14:59.999997,51.523,7
CCslash,p9,2016-03-28 19:30:00,50.819,0
CCslash,p9,2016-03-28 19:45:00.000003,50.29,0
CCslash,p9,2016-03-28 19:59:59.999997,50.113,0
CCslash,p9,2016-03-28 20:15:00,49.759,0
CCslash,p9,2016-03-28 20:30:00.000003,49.582,0
CCslash,p9,2016-03-28 20:44:59.999997,49.404,0
CCslash,p9,2016-03-28 21:00:00,49.05,0
CCslash,p9,2016-03-28 21:15:00.000003,49.05,0
CCslash,p9,2016-03-28 21:29:59.999997,48.871,0
CCslash,p9,2016-03-28 21:45:00,48.517,0
CCslash,p9,2016-03-28 22:00:00.000003,48.339,0
CCslash,p9,2016-03-28 22:14:59.999997,48.16,0
CCslash,p9,2016-03-28 22:30:00,47.802,0
CCslash,p9,2016-03-28 22:45:00.000003,47.802,0
CCslash,p9,2016-03-28 22:59:59.999997,47.802,0
CCslash,p9,2016-03-28 23:15:00,47.266,0
CCslash,p9,2016-03-28 23:30:00.000003,47.088,0
CCslash,p9,2016-03-28 23:44:59.999997,47.088,0
CCslash,p9,2016-03-29 00:00:00,46.728,0
CCslash,p9,2016-03-29 00:15:00.000003,46.369,0
CCslash,p9,2016-03-29 00:29:59.999997,46.008,0
CCslash,p9,2016-03-29 00:45:00,45.828,0
CCslash,p9,2016-03-29 01:00:00.000003,45.648,0
CCslash,p9,2016-03-29 01:14:59.999997,45.466,0
CCslash,p9,2016-03-29 01:30:00,45.286,0
CCslash,p9,2016-03-29 01:45:00.000003,45.466,0
CCslash,p9,2016-03-29 01:59:59.999997,45.286,0
CCslash,p9,2016-03-29 02:15:00,45.104,0
CCslash,p9,2016-03-29 02:30:00.000003,44.56,0
CCslash,p9,2016-03-29 02:44:59.999997,44.379,0
CCslash,p9,2016-03-29 03:00:00,44.013,0
CCslash,p9,2016-03-29 03:15:00.000003,43.831,0
CCslash,p9,2016-03-29 03:29:59.999997,43.831,0
CCslash,p9,2016-03-29 03:45:00,43.648,0
CCslash,p9,2016-03-29 04:00:00.000003,43.648,0
CCslash,p9,2016-03-29 04:14:59.999997,43.282,0
CCslash,p9,2016-03-29 04:30:00,42.915,0
CCslash,p9,2016-03-29 04:45:00.000003,42.548,0
CCslash,p9,2016-03-29 04:59:59.999997,42.548,0
CCslash,p9,2016-03-29 05:15:00,42.179,0
CCslash,p9,2016-03-29 05:30:00.000003,41.81,0
CCslash,p9,2016-03-29 05:44:59.999997,41.81,0
CCslash,p9,2016-03-29 06:00:00,41.625,0
CCslash,p9,2016-03-29 06:15:00.000003,41.254,0
CCslash,p9,2016-03-29 06:29:59.999997,41.067,0
CCslash,p9,2016-03-29 06:45:00,40.696,1
CCslash,p9,2016-03-29 07:00:00.000003,40.134,7
CCslash,p9,2016-03-29 07:14:59.999997,40.321,13
CCslash,p9,2016-03-29 07:30:00,40.509,17
CCslash,p9,2016-03-29 07:45:00.000003,40.696,22
CCslash,p9,2016-03-29 07:59:59.999997,41.254,22
CCslash,p9,2016-03-29 08:15:00,41.81,33
CCslash,p9,2016-03-29 08:30:00.000003,42.548,49
CCslash,p9,2016-03-29 08:44:59.999997,43.466,58
CCslash,p9,2016-03-29 09:00:00,44.379,70
CCslash,p9,2016-03-29 09:15:00.000003,44.922,82
CCslash,p9,2016-03-29 09:29:59.999997,45.466,102
CCslash,p9,2016-03-29 09:45:00,46.369,123
CCslash,p9,2016-03-29 10:00:00.000003,47.446,192
CCslash,p9,2016-03-29 10:14:59.999997,48.339,248
CCslash,p9,2016-03-29 10:30:00,49.228,248
CCslash,p9,2016-03-29 10:45:00.000003,50.29,256
CCslash,p9,2016-03-29 10:59:59.999997,50.995,216
CCslash,p9,2016-03-29 11:15:00,52.401,256
CCslash,p9,2016-03-29 11:30:00.000003,52.925,320
CCslash,p9,2016-03-29 11:44:59.999997,54.147,464
CCslash,p9,2016-03-29 12:00:00,56.404,576
CCslash,p9,2016-03-29 12:15:00.000003,57.785,704
CCslash,p9,2016-03-29 12:29:59.999997,58.303,480
CCslash,p9,2016-03-29 12:45:00,59.337,576
CCslash,p9,2016-03-29 13:00:00.000003,61.227,608
CCslash,p9,2016-03-29 13:14:59.999997,62.083,704
CCslash,p9,2016-03-29 13:30:00,63.111,704
CCslash,p9,2016-03-29 13:45:00.000003,64.139,608
CCslash,p9,2016-03-29 13:59:59.999997,64.31,496
CCslash,p9,2016-03-29 14:15:00,63.797,480
CCslash,p9,2016-03-29 14:30:00.000003,63.626,512
CCslash,p9,2016-03-29 14:44:59.999997,64.481,672
CCslash,p9,2016-03-29 15:00:00,61.569,68
CCslash,p9,2016-03-29 15:15:00.000003,57.268,136
CCslash,p9,2016-03-29 15:29:59.999997,57.441,512
CCslash,p9,2016-03-29 15:45:00,57.268,200
CCslash,p9,2016-03-29 16:00:00.000003,60.195,672
CCslash,p9,2016-03-29 16:14:59.999997,61.741,512
CCslash,p9,2016-03-29 16:30:00,61.912,368
CCslash,p9,2016-03-29 16:45:00.000003,60.712,336
CCslash,p9,2016-03-29 16:59:59.999997,60.195,336
CCslash,p9,2016-03-29 17:15:00,58.131,152
CCslash,p9,2016-03-29 17:30:00.000003,56.404,111
CCslash,p9,2016-03-29 17:44:59.999997,55.017,76
CCslash,p9,2016-03-29 18:00:00,53.623,60
CCslash,p9,2016-03-29 18:15:00.000003,52.225,43
CCslash,p9,2016-03-29 18:29:59.999997,50.995,23
CCslash,p9,2016-03-29 18:45:00,49.759,13
CCslash,p9,2016-03-29 19:00:00.000003,48.517,9
CCslash,p9,2016-03-29 19:14:59.999997,47.266,3
CCslash,p9,2016-03-29 19:30:00,45.828,0
CCslash,p9,2016-03-29 19:45:00.000003,44.195,0
CCslash,p9,2016-03-29 19:59:59.999997,42.179,0
CCslash,p9,2016-03-29 20:15:00,40.134,0
CCslash,p9,2016-03-29 20:30:00.000003,38.629,0
CCslash,p9,2016-03-29 20:44:59.999997,38.061,0
CCslash,p9,2016-03-29 21:00:00,36.914,0
CCslash,p9,2016-03-29 21:15:00.000003,35.37,0
CCslash,p9,2016-03-29 21:29:59.999997,34.394,0
CCslash,p9,2016-03-29 21:45:00,34.002,0
CCslash,p9,2016-03-29 22:00:00.000003,34.002,0
CCslash,p9,2016-03-29 22:14:59.999997,33.411,0
CCslash,p9,2016-03-29 22:30:00,32.617,0
CCslash,p9,2016-03-29 22:45:00.000003,31.617,0
CCslash,p9,2016-03-29 22:59:59.999997,30.607,0
CCslash,p9,2016-03-29 23:15:00,29.79,0
CCslash,p9,2016-03-29 23:30:00.000003,29.379,0
CCslash,p9,2016-03-29 23:44:59.999997,28.969,0
CCslash,p9,2016-03-30 00:00:00,28.555,0
CCslash,p9,2016-03-30 00:15:00.000003,28.139,0
CCslash,p9,2016-03-30 00:29:59.999997,28.139,0
CCslash,p9,2016-03-30 00:45:00,28.139,0
CCslash,p9,2016-03-30 01:00:00.000003,28.139,0
CCslash,p9,2016-03-30 01:14:59.999997,28.555,0
CCslash,p9,2016-03-30 01:30:00,28.139,0
CCslash,p9,2016-03-30 01:45:00.000003,27.93,0
CCslash,p9,2016-03-30 01:59:59.999997,28.346,0
CCslash,p9,2016-03-30 02:15:00,27.93,0
CCslash,p9,2016-03-30 02:30:00.000003,27.511,0
CCslash,p9,2016-03-30 02:44:59.999997,26.881,0
CCslash,p9,2016-03-30 03:00:00,26.031,0
CCslash,p9,2016-03-30 03:15:00.000003,25.39,0
CCslash,p9,2016-03-30 03:29:59.999997,24.96,0
CCslash,p9,2016-03-30 03:45:00,24.526,0
CCslash,p9,2016-03-30 04:00:00.000003,23.875,0
CCslash,p9,2016-03-30 04:14:59.999997,23.655,0
CCslash,p9,2016-03-30 04:30:00,23.216,0
CCslash,p9,2016-03-30 04:45:00.000003,22.995,0
CCslash,p9,2016-03-30 04:59:59.999997,22.775,0
CCslash,p9,2016-03-30 05:15:00,22.107,0
CCslash,p9,2016-03-30 05:30:00.000003,21.659,0
CCslash,p9,2016-03-30 05:44:59.999997,21.209,0
CCslash,p9,2016-03-30 06:00:00,20.757,0
CCslash,p9,2016-03-30 06:15:00.000003,20.757,0
CCslash,p9,2016-03-30 06:29:59.999997,20.302,0
CCslash,p9,2016-03-30 06:45:00,20.073,1
CCslash,p9,2016-03-30 07:00:00.000003,20.073,6
CCslash,p9,2016-03-30 07:14:59.999997,20.302,11
CCslash,p9,2016-03-30 07:30:00,20.757,14
CCslash,p9,2016-03-30 07:45:00.000003,21.434,19
CCslash,p9,2016-03-30 07:59:59.999997,22.33,19
CCslash,p9,2016-03-30 08:15:00,23.875,30
CCslash,p9,2016-03-30 08:30:00.000003,25.819,42
CCslash,p9,2016-03-30 08:44:59.999997,27.93,50
CCslash,p9,2016-03-30 09:00:00,29.586,58
CCslash,p9,2016-03-30 09:15:00.000003,31.213,73
CCslash,p9,2016-03-30 09:29:59.999997,32.418,97
CCslash,p9,2016-03-30 09:45:00,33.607,114
CCslash,p9,2016-03-30 10:00:00.000003,34.786,144
CCslash,p9,2016-03-30 10:14:59.999997,36.145,176
CCslash,p9,2016-03-30 10:30:00,37.488,224
CCslash,p9,2016-03-30 10:45:00.000003,39.384,224
CCslash,p9,2016-03-30 10:59:59.999997,41.254,224
CCslash,p9,2016-03-30 11:15:00,42.732,248
CCslash,p9,2016-03-30 11:30:00.000003,44.56,288
CCslash,p9,2016-03-30 11:44:59.999997,48.16,480
CCslash,p9,2016-03-30 12:00:00,49.759,576
CCslash,p9,2016-03-30 12:15:00.000003,53.623,576
CCslash,p9,2016-03-30 12:29:59.999997,55.884,464
CCslash,p9,2016-03-30 12:45:00,58.647,608
CCslash,p9,2016-03-30 13:00:00.000003,61.398,704
CCslash,p9,2016-03-30 13:14:59.999997,63.626,704
CCslash,p9,2016-03-30 13:30:00,65.338,800
CCslash,p9,2016-03-30 13:45:00.000003,66.193,1024
CCslash,p9,2016-03-30 13:59:59.999997,67.05,672
CCslash,p9,2016-03-30 14:15:00,66.366,464
CCslash,p9,2016-03-30 14:30:00.000003,66.193,432
CCslash,p9,2016-03-30 14:44:59.999997,66.879,704
CCslash,p9,2016-03-30 15:00:00,65.167,102
CCslash,p9,2016-03-30 15:15:00.000003,59.508,184
CCslash,p9,2016-03-30 15:29:59.999997,58.131,320
CCslash,p9,2016-03-30 15:45:00,58.131,256
CCslash,p9,2016-03-30 16:00:00.000003,59.508,512
CCslash,p9,2016-03-30 16:14:59.999997,60.368,480
CCslash,p9,2016-03-30 16:30:00,60.195,352
CCslash,p9,2016-03-30 16:45:00.000003,58.993,304
CCslash,p9,2016-03-30 16:59:59.999997,57.958,288
CCslash,p9,2016-03-30 17:15:00,55.711,152
CCslash,p9,2016-03-30 17:30:00.000003,54.147,126
CCslash,p9,2016-03-30 17:44:59.999997,52.401,83
CCslash,p9,2016-03-30 18:00:00,50.819,63
CCslash,p9,2016-03-30 18:15:00.000003,49.582,40
CCslash,p9,2016-03-30 18:29:59.999997,48.339,26
CCslash,p9,2016-03-30 18:45:00,47.088,17
CCslash,p9,2016-03-30 19:00:00.000003,46.008,11
CCslash,p9,2016-03-30 19:14:59.999997,44.922,3
CCslash,p9,2016-03-30 19:30:00,43.831,0
CCslash,p9,2016-03-30 19:45:00.000003,43.099,0
CCslash,p9,2016-03-30 19:59:59.999997,42.548,0
CCslash,p9,2016-03-30 20:15:00,42.179,0
CCslash,p9,2016-03-30 20:30:00.000003,41.81,0
CCslash,p9,2016-03-30 20:44:59.999997,41.625,0
CCslash,p9,2016-03-30 21:00:00,41.254,0
CCslash,p9,2016-03-30 21:15:00.000003,41.067,0
CCslash,p9,2016-03-30 21:29:59.999997,40.696,0
CCslash,p9,2016-03-30 21:45:00,40.321,0
CCslash,p9,2016-03-30 22:00:00.000003,40.321,0
CCslash,p9,2016-03-30 22:14:59.999997,40.134,0
CCslash,p9,2016-03-30 22:30:00,39.947,0
CCslash,p9,2016-03-30 22:45:00.000003,40.509,0
CCslash,p9,2016-03-30 22:59:59.999997,40.881,0
CCslash,p9,2016-03-30 23:15:00,41.439,0
CCslash,p9,2016-03-30 23:30:00.000003,41.625,0
CCslash,p9,2016-03-30 23:44:59.999997,41.994,0
CCslash,p9,2016-03-31 00:00:00,42.548,0
CCslash,p9,2016-03-31 00:15:00.000003,42.732,0
CCslash,p9,2016-03-31 00:29:59.999997,42.732,0
CCslash,p9,2016-03-31 00:45:00,43.282,0
CCslash,p9,2016-03-31 01:00:00.000003,43.648,0
CCslash,p9,2016-03-31 01:14:59.999997,44.379,0
CCslash,p9,2016-03-31 01:30:00,44.922,0
CCslash,p9,2016-03-31 01:45:00.000003,45.648,0
CCslash,p9,2016-03-31 01:59:59.999997,46.369,0
CCslash,p9,2016-03-31 02:15:00,46.369,0
CCslash,p9,2016-03-31 02:30:00.000003,46.728,0
CCslash,p9,2016-03-31 02:44:59.999997,47.266,0
CCslash,p9,2016-03-31 03:00:00,47.446,0
CCslash,p9,2016-03-31 03:15:00.000003,47.266,0
CCslash,p9,2016-03-31 03:29:59.999997,47.266,0
CCslash,p9,2016-03-31 03:45:00,47.088,0
CCslash,p9,2016-03-31 04:00:00.000003,47.266,0
CCslash,p9,2016-03-31 04:14:59.999997,47.446,0
CCslash,p9,2016-03-31 04:30:00,47.266,0
