"response_row_row_0_historical_data","response_row_row_0_years","response_row_row_1_historical_data","response_row_row_1_years","response_row_row_2_historical_data","response_row_row_2_years","response_row_row_3_historical_data","response_row_row_3_years","response_row_row_4_years","response_row_row_5_years","response_row_row_6_years","response_row_row_7_years","response_row_row_8_target","response_row_row_8_years"
"11.10","2011","11.50","2012","11.00","2013","11.20","2014","2015","2016","2017","2018","10.10","2019"
